1;0;1;0;1;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0
2;0;1;0;1;0;2;0;2;0;4;0;3;0;2;0;4;0;4;0
2;0;1;0;2;0;2;0;2;0;6;0;5;0;4;0;8;0;8;0
2;0;1;0;3;0;3;0;4;0;8;0;10;0;7;0;15;0;16;0
1;1;0;1;4;1;2;2;4;2;9;2;17;2;12;2;27;2;29;2
0;2;;;5;1;3;2;7;2;13;4;28;3;18;2;47;4;53;4
;;;;5;2;6;2;11;2;18;6;45;5;30;4;81;8;99;8
;;;;5;3;8;3;16;4;25;8;68;10;49;7;132;15;175;16
;;;;4;5;10;4;23;6;40;11;101;19;81;14;214;29;295;31
;;;;3;6;12;5;31;9;57;17;145;31;132;20;324;51;429;57
;;;;2;7;9;8;39;13;84;24;207;50;200;34;445;89;567;107
;;;;1;8;9;11;49;20;121;33;279;78;290;56;550;147;617;191
;;;;0;9;8;14;64;29;157;51;355;120;388;95;578;243;570;326
;;;;;;6;17;81;40;207;74;409;176;479;152;516;375;455;486
;;;;;;8;17;104;52;266;108;442;257;531;234;386;534;288;674
;;;;;;7;20;131;69;309;154;430;357;495;346;251;697;164;808
;;;;;;6;22;159;93;345;208;366;475;409;483;138;821;78;896
;;;;;;5;23;182;121;351;281;293;585;297;631;71;891;34;941
;;;;;;4;25;210;156;332;374;200;699;175;765;47;920;14;962
;;;;;;3;27;219;200;303;463;125;787;101;841;20;948;5;972
;;;;;;4;28;231;252;252;553;80;841;57;892;9;959;3;974
;;;;;;6;28;231;303;206;632;50;878;23;928;6;962;3;975
;;;;;;8;29;209;366;151;706;32;899;13;940;1;967;2;976
;;;;;;10;30;213;419;107;766;21;912;12;942;1;968;1;977
;;;;;;13;32;185;483;75;805;17;921;5;949;1;968;1;977
;;;;;;17;34;167;534;45;838;10;928;4;951;1;968;0;978
;;;;;;20;37;148;575;27;857;7;931;3;953;1;968;;
;;;;;;27;40;112;632;11;873;5;933;2;954;0;969;;
;;;;;;37;45;88;668;4;880;0;938;2;954;;;;
;;;;;;44;51;65;701;2;883;;;1;955;;;;
;;;;;;53;57;51;723;1;884;;;0;956;;;;
;;;;;;58;67;36;744;1;884;;;;;;;;
;;;;;;57;82;26;756;1;884;;;;;;;;
;;;;;;67;95;21;766;1;885;;;;;;;;
;;;;;;76;110;15;774;1;885;;;;;;;;
;;;;;;80;125;10;780;1;885;;;;;;;;
;;;;;;90;139;9;782;1;885;;;;;;;;
;;;;;;90;162;5;787;0;886;;;;;;;;
;;;;;;96;186;3;789;;;;;;;;;;
;;;;;;110;205;2;790;;;;;;;;;;
;;;;;;118;229;1;791;;;;;;;;;;
;;;;;;122;252;0;792;;;;;;;;;;
;;;;;;121;282;;;;;;;;;;;;
;;;;;;110;315;;;;;;;;;;;;
;;;;;;105;347;;;;;;;;;;;;
;;;;;;110;374;;;;;;;;;;;;
;;;;;;102;403;;;;;;;;;;;;
;;;;;;99;425;;;;;;;;;;;;
;;;;;;94;452;;;;;;;;;;;;
;;;;;;83;484;;;;;;;;;;;;
;;;;;;78;505;;;;;;;;;;;;
;;;;;;74;524;;;;;;;;;;;;
;;;;;;68;546;;;;;;;;;;;;
;;;;;;55;567;;;;;;;;;;;;
;;;;;;47;583;;;;;;;;;;;;
;;;;;;36;598;;;;;;;;;;;;
;;;;;;28;614;;;;;;;;;;;;
;;;;;;23;622;;;;;;;;;;;;
;;;;;;19;630;;;;;;;;;;;;
;;;;;;20;634;;;;;;;;;;;;
;;;;;;16;642;;;;;;;;;;;;
;;;;;;19;645;;;;;;;;;;;;
;;;;;;17;649;;;;;;;;;;;;
;;;;;;15;654;;;;;;;;;;;;
;;;;;;13;658;;;;;;;;;;;;
;;;;;;10;664;;;;;;;;;;;;
;;;;;;9;666;;;;;;;;;;;;
;;;;;;7;669;;;;;;;;;;;;
;;;;;;9;671;;;;;;;;;;;;
;;;;;;10;674;;;;;;;;;;;;
;;;;;;12;675;;;;;;;;;;;;
;;;;;;12;676;;;;;;;;;;;;
;;;;;;10;680;;;;;;;;;;;;
;;;;;;7;684;;;;;;;;;;;;
;;;;;;4;687;;;;;;;;;;;;
;;;;;;3;688;;;;;;;;;;;;
;;;;;;2;690;;;;;;;;;;;;
;;;;;;2;691;;;;;;;;;;;;
;;;;;;3;691;;;;;;;;;;;;
;;;;;;3;691;;;;;;;;;;;;
;;;;;;3;692;;;;;;;;;;;;
;;;;;;2;693;;;;;;;;;;;;
;;;;;;1;694;;;;;;;;;;;;
;;;;;;1;694;;;;;;;;;;;;
;;;;;;0;695;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
